id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1445221483534487553,1445221483534487553,2021-10-05 08:27:07 India Standard Time,2021-10-05,08:27:07,+0530,1437789534368981007,byis1s,isis.,,"""Se fosse lá fora eu enfiava a mão na tua cara""  ""E a minha mãe te quebrava""  A BRIGA DE QUINTA SÉRIE KKKKKKKKKKKKKKKKKKKKKKKK #ProvaDeFogo",pt,[],[],[],0,0,8,['provadefogo'],[],https://twitter.com/byis1s/status/1445221483534487553,False,,0,,,,,,,,[],,,,
1445220795375099905,1445163683370389510,2021-10-05 08:24:23 India Standard Time,2021-10-05,08:24:23,+0530,264595849,enespacio,Mongo The Relentless 💉 fully vaccinated 💉,,@dprobbob @dejafuuled @katibug817 @omega7stone @SimonJester007 @lisasmith1150 @Gemini21BLM @RobertKort1 @Real_Chatty_Cat @LiberalWarrior_ @Jdawg_1973 @robertjlundberg @sweet_iced_T @Sunflwrgirl2 @HeinzRudolf155 @LaurieWalters19 @jackie14916195 @Mary1Kathy @ICEMANBOVEN @Juliethewarrior @GravityX11 @jacksparrow7760 @jules1327 @ektaka @Eric_shovelhead @erin_hartigan4 @paxknc @HELLANBL @doxie53 @77SunnyAndClear @curly_woowoowoo @thiruverseII @juliegrizzy @immerse_ur_soul @muse_mystery @islandgirlyme @isis_ebony @ThemDems @GJRboston @notduglop @TonyHQ1985 @jbminatra @zephyr1701 @MissAngSays @GetReal8675309 @JaxHarley5 @ButtersKatz @PappyParki Ooh Sabbath! Thanks Dennis. 👍👍😊😊   https://t.co/XgZqCR8Mlj,en,[],['https://www.youtube.com/watch?v=K3b6SGoN6dA'],[],0,0,3,[],[],https://twitter.com/enespacio/status/1445220795375099905,False,,0,,,,,,,,"[{'screen_name': 'dprobbob', 'name': 'Dennis', 'id': '2955000537'}, {'screen_name': 'dejafuuled', 'name': 'Chasing Shadows', 'id': '1098282507647307777'}, {'screen_name': 'katibug817', 'name': 'DIANA💫Princess🔱Warrior💫', 'id': '1129683662'}, {'screen_name': 'omega7stone', 'name': 'wm. matthew thompson', 'id': '32368052'}, {'screen_name': 'SimonJester007', 'name': 'Glass Asylum 🎶🎸🎶🎶🎶 The DeadBeats💋', 'id': '1065094574530600960'}, {'screen_name': 'lisasmith1150', 'name': 'HOST BODY Lisa Smith', 'id': '1364097628829405189'}, {'screen_name': 'Gemini21BLM', 'name': 'Gemini 21Beatlefan', 'id': '1220056834515578882'}, {'screen_name': 'RobertKort1', 'name': 'Robert Kort', 'id': '1357388642138882049'}, {'screen_name': 'Real_Chatty_Cat', 'name': 'CAT - (CAThy) 🌟🍃💫', 'id': '990004097729216512'}, {'screen_name': 'LiberalWarrior_', 'name': 'The Liberal Warrior 🏳️\u200d🌈👬🌊😷🌊👭🏳️\u200d🌈 I', 'id': '748977917825282048'}, {'screen_name': 'Jdawg_1973', 'name': 'Jeremy 🇺🇸', 'id': '1366937574254776323'}, {'screen_name': 'robertjlundberg', 'name': '🌊🌊 Robert 🏴\u200d☠️ Berg 🌊🌊', 'id': '2658640056'}, {'screen_name': 'sweet_iced_T', 'name': 'SWEET ICED T', 'id': '1275204681569112064'}, {'screen_name': 'Sunflwrgirl2', 'name': 'Cindy', 'id': '1266940546372841473'}, {'screen_name': 'HeinzRudolf155', 'name': 'HeinzRudolf155', 'id': '1351328967672918020'}, {'screen_name': 'LaurieWalters19', 'name': 'Laurie🌊Trixie👊🏽🌈😷710k+ DEAD💉GET VAXED', 'id': '734913447197048832'}, {'screen_name': 'jackie14916195', 'name': '🦋🌷🦋Jackie🦋🌷🦋', 'id': '1108115660419141633'}, {'screen_name': 'Mary1Kathy', 'name': 'HelloKittyKatGirl', 'id': '1320503314753056770'}, {'screen_name': 'ICEMANBOVEN', 'name': 'ICEMANBOVEN', 'id': '16549200'}, {'screen_name': 'Juliethewarrior', 'name': 'Julie', 'id': '874085209385443329'}, {'screen_name': 'GravityX11', 'name': '🎧💻 𝕁𝕖𝕕𝕚 ༒ 𝐑𝐞𝐠𝐠𝐢𝐞 🥁🎬', 'id': '959507485395623936'}, {'screen_name': 'jacksparrow7760', 'name': 'JACKSPARROW7760', 'id': '1356443893575933952'}, {'screen_name': 'jules1327', 'name': ""Jules - Forever Ridin' with Biden #46"", 'id': '954362580'}, {'screen_name': 'ektaka', 'name': 'Eric Takamiya', 'id': '408898649'}, {'screen_name': 'Eric_shovelhead', 'name': 'Eric', 'id': '1303146664882995201'}, {'screen_name': 'erin_hartigan4', 'name': '☘️Erin Kathleen☘️', 'id': '1168118606703550465'}, {'screen_name': 'paxknc', 'name': 'PaXk 🤷\u200d♂️🤷\u200d♂️', 'id': '15309274'}, {'screen_name': 'HELLANBL', 'name': '@PurplePheonix BIGLOVE💜', 'id': '1119397611125997568'}, {'screen_name': 'doxie53', 'name': '🎧😵\u200d💫Bill😵\u200d💫🎧', 'id': '19081489'}, {'screen_name': '77SunnyAndClear', 'name': 'Rob Bon Vivant 🇺🇸🇭🇺🌊', 'id': '62633946'}, {'screen_name': 'curly_woowoowoo', 'name': 'Curley Q. Link 🌊⚖️🗽🆘✌🏻 #BLM #SaveDemocracy', 'id': '807589703298019329'}, {'screen_name': 'thiruverseII', 'name': 'Thiru', 'id': '1159932581183279104'}, {'screen_name': 'juliegrizzy', 'name': 'Julie 🇨🇦', 'id': '1242794624621727744'}, {'screen_name': 'immerse_ur_soul', 'name': 'Juju 💜🎵 I am up in the Clouds…', 'id': '809934966058385408'}, {'screen_name': 'muse_mystery', 'name': 'Mystery Muse', 'id': '1290079399816171520'}, {'screen_name': 'islandgirlyme', 'name': '🦀🐚🦦DevsIsle🦦🐚🦀Sea You on the Next Wave🌊🌊🌊', 'id': '1358509226008563712'}, {'screen_name': 'isis_ebony', 'name': 'Ebony💋Isis', 'id': '1399887258409390084'}, {'screen_name': 'ThemDems', 'name': '🕊 𝗝𝘂𝗹𝗲𝗲 🌳🤙🏻', 'id': '22923558'}, {'screen_name': 'GJRboston', 'name': 'GJRboston', 'id': '1043547277892222976'}, {'screen_name': 'notduglop', 'name': 'The Real 🤘DugLop🤘 still exists & still resists!', 'id': '1389357876163104772'}, {'screen_name': 'TonyHQ1985', 'name': 'Tony(Twice-Im🍑ed)HQ', 'id': '1336551801508655105'}, {'screen_name': 'jbminatra', 'name': 'JB MINATRA 🇺🇸', 'id': '91176799'}, {'screen_name': 'zephyr1701', 'name': 'Zephyr1701 RN🖖', 'id': '1281244770522857482'}, {'screen_name': 'MissAngSays', 'name': 'Nefarious Aquarius 🍀🇺🇸', 'id': '788947834049396737'}, {'screen_name': 'GetReal8675309', 'name': 'GetReal', 'id': '1243876481761239041'}, {'screen_name': 'JaxHarley5', 'name': 'JaxHarley', 'id': '1266436555524243458'}, {'screen_name': 'ButtersKatz', 'name': '🌈🌏💫🐾Butters⭐️💕💙NeverForget❤️⭐️💙', 'id': '921449088872321025'}, {'screen_name': 'PappyParki', 'name': 'Russ Fraley', 'id': '1276904608032591875'}]",,,,
1445219803598241792,1445165144200278025,2021-10-05 08:20:26 India Standard Time,2021-10-05,08:20:26,+0530,1112023292322304006,nikookta3,Rakyat Biasa,,@maspiyuaja Cebi tau gak isis ama taliban apaan? Kan mereka bilang sama aja...ya moso sama aja perang yah...susah lah sama kaum OD,in,[],[],[],1,1,3,[],[],https://twitter.com/NikoOkta3/status/1445219803598241792,False,,0,,,,,,,,"[{'screen_name': 'maspiyuaja', 'name': 'Mas Piyu 🇲🇨🇵🇸', 'id': '1350872548620201985'}]",,,,
1445218353858105356,1445216809578373122,2021-10-05 08:14:41 India Standard Time,2021-10-05,08:14:41,+0530,1266945904839401472,demontime145,What Did You Say,,@4chanGreentxts Rooting for ISIS to get this one guy in particular  https://t.co/xKckxvXfsQ,en,[],[],['https://pbs.twimg.com/media/FA5ybqVWUAMiyGG.jpg'],0,0,29,[],[],https://twitter.com/DemonTime145/status/1445218353858105356,False,,1,https://pbs.twimg.com/media/FA5ybqVWUAMiyGG.jpg,,,,,,,"[{'screen_name': '4chanGreentxts', 'name': '4chan Greentexts', 'id': '2626059063'}]",,,,
1445217395342249985,1445217395342249985,2021-10-05 08:10:52 India Standard Time,2021-10-05,08:10:52,+0530,1212538082336985090,thzloser,ísis.🦇🎃,,veio aí #NewProfilePic  https://t.co/f27BhanhwF,pt,[],[],"['https://pbs.twimg.com/media/FA5xjeCWQAQZaeN.jpg', 'https://pbs.twimg.com/media/FA5xjd8XMAEBmVh.jpg']",2,1,5,['newprofilepic'],[],https://twitter.com/thzloser/status/1445217395342249985,False,,1,https://pbs.twimg.com/media/FA5xjeCWQAQZaeN.jpg,,,,,,,[],,,,
1445217305261232130,1445217305261232130,2021-10-05 08:10:31 India Standard Time,2021-10-05,08:10:31,+0530,1233207940691243009,viitoria_of,𝓒𝓲𝓰𝓪𝓷𝓪𑁍,,vou aparecer de barrigão nunca ? Isis tá escondida só pode  https://t.co/vTXSfkNesS,pt,[],[],['https://pbs.twimg.com/media/FA5xekiXIAEOYhF.jpg'],0,0,4,[],[],https://twitter.com/viitoria_of/status/1445217305261232130,False,,1,https://pbs.twimg.com/media/FA5xekiXIAEOYhF.jpg,,,,,,,[],,,,
1445217131608649732,1445217131608649732,2021-10-05 08:09:49 India Standard Time,2021-10-05,08:09:49,+0530,3001882287,isis_macedo10,Isis ᶜʳᶠ,,O FLASHBACK para provar que a loirinha não mentiu,pt,[],[],[],0,1,8,[],[],https://twitter.com/isis_macedo10/status/1445217131608649732,False,,0,,,,,,,,[],,,,
1445216894412333068,1445216894412333068,2021-10-05 08:08:53 India Standard Time,2021-10-05,08:08:53,+0530,3001882287,isis_macedo10,Isis ᶜʳᶠ,,"Mc Gui um chato, insuportável",pt,[],[],[],0,0,3,[],[],https://twitter.com/isis_macedo10/status/1445216894412333068,False,,0,,,,,,,,[],,,,
1445216642896646151,1445216642896646151,2021-10-05 08:07:53 India Standard Time,2021-10-05,08:07:53,+0530,3001882287,isis_macedo10,Isis ᶜʳᶠ,,Carelli comprando a loirinha. Foi eu que pedi sim 🥺,pt,[],[],[],0,0,4,[],[],https://twitter.com/isis_macedo10/status/1445216642896646151,False,,0,,,,,,,,[],,,,
1445216074467880963,1445216074467880963,2021-10-05 08:05:37 India Standard Time,2021-10-05,08:05:37,+0530,1154118066927800321,isis7170fficial,isis perez,, https://t.co/R09WUj0aPk,und,[],[],[],1,1,15,[],[],https://twitter.com/isis7170fficial/status/1445216074467880963,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1445215392222351364/pu/img/tkN61qRSZzuSGqKk.jpg,,,,,,,[],,,,
1445215848474554371,1445215848474554371,2021-10-05 08:04:43 India Standard Time,2021-10-05,08:04:43,+0530,1147102282225475584,hbalkhi1,Haroon Balkhi,,افغان سپیشل فورسز نے پیر کے روز #کابل شہر کےباغ داؤد کوچہ اور چاردہ بزنس سینٹر کےعلاقوں میں خفیہ اطلاع ملنے پر #داعش گروہ کے 11 شرپسندوں کو گرفتارکرلیا۔ واضح رہے اتوار کےروز کابل میں شہریوں پر ہونےوالے دھماکہ کی ذمہ داری  بھی داعش نے قبول کی،جسمیں 28 شہری شہید و زخمی ہوئے۔ #ISIS,ur,[],[],[],2,5,17,"['کابل', 'داعش', 'isis']",[],https://twitter.com/hbalkhi1/status/1445215848474554371,False,,0,,,,,,,,[],,,,
1445215390028734464,1445163683370389510,2021-10-05 08:02:54 India Standard Time,2021-10-05,08:02:54,+0530,1098282507647307777,dejafuuled,Chasing Shadows,,@katibug817 @omega7stone @SimonJester007 @lisasmith1150 @Gemini21BLM @RobertKort1 @Real_Chatty_Cat @LiberalWarrior_ @Jdawg_1973 @robertjlundberg @sweet_iced_T @Sunflwrgirl2 @HeinzRudolf155 @LaurieWalters19 @jackie14916195 @Mary1Kathy @ICEMANBOVEN @Juliethewarrior @GravityX11 @jacksparrow7760 🤜🏽🎶🐞🎶🤛🏽. Gracias KT 🧡💙  @jules1327 @dprobbob @ektaka @ICEMANBOVEN @Eric_shovelhead @erin_hartigan4 @RobertKort1 @paxknc @HELLANBL  @doxie53 @77SunnyAndClear @curly_woowoowoo @thiruverseII @juliegrizzy @immerse_ur_soul @muse_mystery @islandgirlyme @isis_ebony @Nunyabiz22  https://t.co/RLatWfr35e,pl,"[{'screen_name': 'jules1327', 'name': ""jules - forever ridin' with biden #46"", 'id': '954362580'}, {'screen_name': 'dprobbob', 'name': 'dennis', 'id': '2955000537'}, {'screen_name': 'ektaka', 'name': 'eric takamiya', 'id': '408898649'}, {'screen_name': 'icemanboven', 'name': 'icemanboven', 'id': '16549200'}, {'screen_name': 'eric_shovelhead', 'name': 'eric', 'id': '1303146664882995201'}, {'screen_name': 'erin_hartigan4', 'name': '☘️erin kathleen☘️', 'id': '1168118606703550465'}, {'screen_name': 'robertkort1', 'name': 'robert kort', 'id': '1357388642138882049'}, {'screen_name': 'paxknc', 'name': 'paxk 🤷\u200d♂️🤷\u200d♂️', 'id': '15309274'}, {'screen_name': 'hellanbl', 'name': '@purplepheonix biglove💜', 'id': '1119397611125997568'}, {'screen_name': 'doxie53', 'name': '🎧😵\u200d💫bill😵\u200d💫🎧', 'id': '19081489'}, {'screen_name': '77sunnyandclear', 'name': 'rob bon vivant 🇺🇸🇭🇺🌊', 'id': '62633946'}, {'screen_name': 'curly_woowoowoo', 'name': 'curley q. link 🌊⚖️🗽🆘✌🏻 #blm #savedemocracy', 'id': '807589703298019329'}, {'screen_name': 'thiruverseii', 'name': 'thiru', 'id': '1159932581183279104'}, {'screen_name': 'juliegrizzy', 'name': 'julie 🇨🇦', 'id': '1242794624621727744'}, {'screen_name': 'immerse_ur_soul', 'name': 'juju 💜🎵 i am up in the clouds…', 'id': '809934966058385408'}, {'screen_name': 'muse_mystery', 'name': 'mystery muse', 'id': '1290079399816171520'}, {'screen_name': 'islandgirlyme', 'name': '🦀🐚🦦devsisle🦦🐚🦀sea you on the next wave🌊🌊🌊', 'id': '1358509226008563712'}, {'screen_name': 'isis_ebony', 'name': 'ebony💋isis', 'id': '1399887258409390084'}, {'screen_name': 'nunyabiz22', 'name': 'angel', 'id': '1335786188297412608'}]",[],[],4,3,8,[],[],https://twitter.com/dejafuuled/status/1445215390028734464,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1445215302065737735/pu/img/PPVjr2l6tVMflfOV.jpg,,,,,,,"[{'screen_name': 'katibug817', 'name': 'DIANA💫Princess🔱Warrior💫', 'id': '1129683662'}, {'screen_name': 'omega7stone', 'name': 'wm. matthew thompson', 'id': '32368052'}, {'screen_name': 'SimonJester007', 'name': 'Glass Asylum 🎶🎸🎶🎶🎶 The DeadBeats💋', 'id': '1065094574530600960'}, {'screen_name': 'lisasmith1150', 'name': 'HOST BODY Lisa Smith', 'id': '1364097628829405189'}, {'screen_name': 'Gemini21BLM', 'name': 'Gemini 21Beatlefan', 'id': '1220056834515578882'}, {'screen_name': 'RobertKort1', 'name': 'Robert Kort', 'id': '1357388642138882049'}, {'screen_name': 'Real_Chatty_Cat', 'name': 'CAT - (CAThy) 🌟🍃💫', 'id': '990004097729216512'}, {'screen_name': 'LiberalWarrior_', 'name': 'The Liberal Warrior 🏳️\u200d🌈👬🌊😷🌊👭🏳️\u200d🌈 I', 'id': '748977917825282048'}, {'screen_name': 'Jdawg_1973', 'name': 'Jeremy 🇺🇸', 'id': '1366937574254776323'}, {'screen_name': 'robertjlundberg', 'name': '🌊🌊 Robert 🏴\u200d☠️ Berg 🌊🌊', 'id': '2658640056'}, {'screen_name': 'sweet_iced_T', 'name': 'SWEET ICED T', 'id': '1275204681569112064'}, {'screen_name': 'Sunflwrgirl2', 'name': 'Cindy', 'id': '1266940546372841473'}, {'screen_name': 'HeinzRudolf155', 'name': 'HeinzRudolf155', 'id': '1351328967672918020'}, {'screen_name': 'LaurieWalters19', 'name': 'Laurie🌊Trixie👊🏽🌈😷710k+ DEAD💉GET VAXED', 'id': '734913447197048832'}, {'screen_name': 'jackie14916195', 'name': '🦋🌷🦋Jackie🦋🌷🦋', 'id': '1108115660419141633'}, {'screen_name': 'Mary1Kathy', 'name': 'HelloKittyKatGirl', 'id': '1320503314753056770'}, {'screen_name': 'ICEMANBOVEN', 'name': 'ICEMANBOVEN', 'id': '16549200'}, {'screen_name': 'Juliethewarrior', 'name': 'Julie', 'id': '874085209385443329'}, {'screen_name': 'GravityX11', 'name': '🎧💻 𝕁𝕖𝕕𝕚 ༒ 𝐑𝐞𝐠𝐠𝐢𝐞 🥁🎬', 'id': '959507485395623936'}, {'screen_name': 'jacksparrow7760', 'name': 'JACKSPARROW7760', 'id': '1356443893575933952'}]",,,,
